date,code,open,high,low,close,volume,amount,ETF_Turnover,new_high_pct
2019-02-14,sh.000905,4507.84,4555.233,4494.552,4532.169,9482853376.0,70164058112.0,1.01,0.0
2019-02-15,sh.000905,4523.944,4544.386,4497.385,4502.734,9351160832.0,67254618880.0,1.17,0.0
2019-02-18,sh.000905,4527.968,4660.999,4527.968,4660.999,12412400384.0,92189941760.0,1.67,0.0
2019-02-19,sh.000905,4683.325,4706.525,4614.277,4667.283,14387476736.0,105704000000.0,1.67,0.0
2019-02-20,sh.000905,4667.353,4677.977,4619.46,4667.624,12021313024.0,87303393280.0,1.14,0.0
2019-02-21,sh.000905,4666.281,4750.418,4643.109,4659.143,14595111424.0,111329000000.0,1.58,0.0
2019-02-22,sh.000905,4651.538,4777.297,4649.215,4777.297,14616614144.0,111540000000.0,1.18,0.0
2019-02-25,sh.000905,4840.543,5045.075,4835.482,5044.346,24178358016.0,190541000000.0,3.05,0.0
2019-02-26,sh.000905,5059.284,5149.622,5004.552,5038.543,26283326464.0,196258000000.0,2.33,0.0
2019-02-27,sh.000905,5027.387,5093.795,4964.623,5017.884,20885408768.0,155472000000.0,1.92,0.0
2019-02-28,sh.000905,5017.44,5072.668,4994.05,5025.291,15604287744.0,116972000000.0,1.26,0.0
2019-03-01,sh.000905,5047.227,5067.306,4984.993,5067.225,14982832896.0,112765000000.0,1.69,0.0
2019-03-04,sh.000905,5112.951,5253.388,5108.282,5158.246,23244686336.0,183782000000.0,1.93,0.0
2019-03-05,sh.000905,5146.62,5295.287,5125.154,5295.287,20689126144.0,168046000000.0,1.61,0.0
2019-03-06,sh.000905,5328.127,5395.554,5256.793,5390.029,26496431872.0,209513000000.0,3.02,0.0
2019-03-07,sh.000905,5381.226,5512.643,5353.573,5458.615,26696721920.0,214812000000.0,2.56,0.0
2019-03-08,sh.000905,5340.105,5480.172,5245.531,5245.699,28568024832.0,229868000000.0,3.0,0.0
2019-03-11,sh.000905,5279.75,5456.419,5272.19,5456.381,21425221376.0,185767000000.0,2.36,0.0
2019-03-12,sh.000905,5500.935,5591.686,5458.759,5551.002,24933399296.0,216216000000.0,2.23,0.0
2019-03-13,sh.000905,5557.155,5557.155,5388.246,5424.864,22434923520.0,201484000000.0,2.64,0.0
2019-03-14,sh.000905,5381.11,5432.52,5236.752,5298.502,17860867840.0,154289000000.0,1.67,0.0
2019-03-15,sh.000905,5328.808,5418.329,5308.062,5359.008,15284646400.0,139682000000.0,1.72,0.0
2019-03-18,sh.000905,5387.375,5501.183,5333.255,5501.183,17265525504.0,153884000000.0,1.53,0.0
2019-03-19,sh.000905,5505.698,5555.122,5486.798,5522.18,16671393024.0,150234000000.0,0.99,0.0
2019-03-20,sh.000905,5518.308,5533.052,5415.754,5515.785,17682073600.0,154380000000.0,1.34,0.0
2019-03-21,sh.000905,5525.992,5634.661,5513.392,5589.478,20715004416.0,184005000000.0,1.55,0.0
2019-03-22,sh.000905,5591.042,5625.095,5505.805,5622.14,18195482368.0,168610000000.0,1.45,0.0
2019-03-25,sh.000905,5521.251,5629.227,5507.357,5549.671,17843293696.0,166384000000.0,1.36,0.0
2019-03-26,sh.000905,5571.525,5589.412,5380.853,5394.878,17616473088.0,160540000000.0,2.05,0.0
2019-03-27,sh.000905,5431.977,5447.879,5333.784,5447.879,14495660800.0,134715000000.0,1.4,0.0
2019-03-28,sh.000905,5432.943,5487.765,5370.123,5370.123,14926108160.0,141312000000.0,1.07,0.0
2019-03-29,sh.000905,5370.42,5550.76,5346.213,5547.656,17833301760.0,164955000000.0,2.36,0.0
2019-04-01,sh.000905,5591.665,5763.58,5591.665,5757.837,22118163200.0,208465000000.0,1.57,0.0
2019-04-02,sh.000905,5794.787,5833.022,5750.329,5775.549,22875028480.0,216018000000.0,1.57,27.11111111
2019-04-03,sh.000905,5744.221,5843.468,5724.125,5836.036,19910476288.0,182304000000.0,1.26,33.0
2019-04-04,sh.000905,5868.391,5894.988,5813.462,5871.557,20883485952.0,196845000000.0,1.23,30.0
2019-04-08,sh.000905,5921.21,5939.497,5765.906,5847.629,23831746560.0,222907000000.0,1.7,23.22222222
2019-04-09,sh.000905,5834.29,5877.84,5798.373,5858.046,17936350208.0,169073000000.0,1.23,13.44444444
2019-04-10,sh.000905,5826.025,5906.427,5782.368,5850.76,17875360768.0,172672000000.0,1.21,14.88888889
2019-04-11,sh.000905,5852.636,5866.922,5720.551,5727.174,16587607296.0,157397000000.0,1.21,5.666666667
2019-04-12,sh.000905,5720.048,5749.336,5673.744,5714.367,14007834112.0,126122000000.0,0.99,6.111111111
2019-04-15,sh.000905,5795.501,5815.391,5654.344,5655.982,15775413504.0,147933000000.0,1.48,3.32963374
2019-04-16,sh.000905,5625.122,5777.011,5583.614,5777.011,15602963200.0,147395000000.0,1.64,7.871396896
2019-04-17,sh.000905,5776.635,5840.624,5757.995,5807.728,16980015616.0,158857000000.0,1.2,8.425720621
2019-04-18,sh.000905,5804.301,5826.673,5762.567,5775.171,15132250624.0,141407000000.0,0.73,7.317073171
2019-04-19,sh.000905,5762.5,5810.179,5710.795,5810.179,14872428800.0,133507000000.0,1.01,8.758314856
2019-04-22,sh.000905,5821.022,5824.52,5704.976,5723.041,15816102656.0,143411000000.0,0.87,4.988913525
2019-04-23,sh.000905,5710.733,5710.733,5610.735,5628.062,14987145984.0,133768000000.0,0.94,3.32594235
2019-04-24,sh.000905,5636.401,5682.478,5568.408,5679.725,13478441216.0,121971000000.0,1.48,4.21286031
2019-04-25,sh.000905,5652.005,5662.789,5457.825,5458.419,15140171776.0,132099000000.0,1.31,0.88691796
2019-04-26,sh.000905,5427.622,5496.035,5407.194,5408.03,12427987968.0,108971000000.0,1.41,2.2172949
2019-04-29,sh.000905,5405.164,5421.656,5252.048,5265.601,13867238656.0,119713000000.0,2.57,2.771618625
2019-04-30,sh.000905,5244.044,5349.943,5244.044,5307.56,10219034112.0,90849648640.0,1.66,1.884700665
2019-05-06,sh.000905,5122.469,5125.161,4874.643,4908.798,14338623232.0,116598000000.0,3.35,0.22172949
2019-05-07,sh.000905,4933.042,4990.193,4886.056,4973.404,11657368832.0,97660956672.0,2.03,1.77383592
2019-05-08,sh.000905,4865.787,5028.526,4842.56,4947.741,10773812224.0,88503435264.0,1.54,0.88691796
2019-05-09,sh.000905,4897.978,4955.783,4879.694,4888.412,9093465600.0,75438862336.0,1.58,0.332594235
2019-05-10,sh.000905,4940.481,5064.323,4842.607,5064.323,12217748224.0,103927000000.0,2.41,1.55210643
2019-05-13,sh.000905,5009.474,5040.503,4985.188,5005.904,9173639424.0,81269399552.0,1.57,2.106430155
2019-05-14,sh.000905,4942.393,5018.413,4941.927,4965.612,8754096896.0,78269149184.0,1.04,0.554323725
2019-05-15,sh.000905,5002.605,5086.729,4999.336,5076.555,9746385920.0,88150028288.0,1.13,2.325581395
2019-05-16,sh.000905,5071.108,5118.444,5059.206,5108.358,10442216704.0,91206180864.0,2.35,2.657807309
2019-05-17,sh.000905,5112.241,5116.993,4923.672,4942.579,11907121408.0,103931000000.0,1.14,0.774336283
2019-05-20,sh.000905,4937.176,4947.745,4835.808,4923.558,9568649728.0,84271517696.0,1.29,0.553097345
2019-05-21,sh.000905,4917.342,5026.284,4904.823,5009.872,10083707392.0,91301257216.0,1.42,1.438053097
2019-05-22,sh.000905,5002.16,5018.109,4941.009,4976.392,9409270784.0,86507937792.0,0.95,1.216814159
2019-05-23,sh.000905,4955.252,4957.986,4860.188,4872.92,9056368128.0,82582765568.0,1.03,0.663716814
2019-05-24,sh.000905,4848.575,4892.458,4831.335,4841.757,7793343488.0,69305380864.0,1.28,0.663716814
2019-05-27,sh.000905,4848.641,4974.267,4824.142,4962.947,9307641344.0,81678356480.0,1.78,0.995575221
2019-05-28,sh.000905,4965.59,5002.249,4933.896,4955.485,9026398976.0,83641974784.0,1.28,0.995575221
2019-05-29,sh.000905,4943.567,4992.988,4930.43,4956.863,8587685120.0,78641295360.0,1.47,1.327433628
2019-05-30,sh.000905,4933.5,4933.854,4865.775,4926.403,9477960192.0,80822550528.0,0.87,1.991150442
2019-05-31,sh.000905,4923.919,4969.051,4902.737,4912.0,8671672832.0,75731116032.0,0.91,1.548672566
2019-06-03,sh.000905,4921.708,4942.065,4838.352,4853.815,9854083072.0,83580690432.0,0.99,1.438053097
2019-06-04,sh.000905,4847.663,4853.81,4768.039,4795.412,8675165184.0,77250793472.0,1.43,0.442477876
2019-06-05,sh.000905,4837.895,4850.803,4777.978,4783.824,8130016512.0,72772853760.0,1.04,0.442477876
2019-06-06,sh.000905,4776.489,4776.687,4668.541,4678.784,8341693184.0,70429638656.0,1.41,0.221238938
2019-06-10,sh.000905,4693.763,4750.542,4662.78,4725.264,7336137984.0,63265364480.0,1.29,0.221238938
2019-06-11,sh.000905,4730.809,4903.867,4728.483,4901.472,11681144576.0,99669917696.0,1.69,2.654867257
2019-06-12,sh.000905,4889.36,4917.091,4852.983,4863.492,10784756224.0,94685224960.0,1.19,2.212389381
2019-06-13,sh.000905,4855.539,4892.581,4831.519,4877.65,9617253888.0,79697100800.0,0.9,1.769911504
2019-06-14,sh.000905,4880.226,4893.928,4786.195,4795.526,10280389376.0,83140661248.0,1.02,1.880530973
2019-06-17,sh.000905,4796.12,4826.595,4779.642,4802.818,7336113920.0,64090002432.0,0.92,1.10619469
2019-06-18,sh.000905,4804.301,4825.625,4773.549,4797.146,6652389632.0,56694905856.0,0.95,1.216814159
2019-06-19,sh.000905,4902.959,4931.109,4856.903,4858.916,9827437568.0,88246816768.0,3.03,1.548672566
2019-06-20,sh.000905,4853.208,4987.595,4837.176,4954.733,11969596160.0,102804000000.0,2.71,3.539823009
2019-06-21,sh.000905,4973.585,5045.714,4973.585,5021.305,12281421312.0,106833000000.0,3.1,3.318584071
2019-06-24,sh.000905,5032.374,5038.479,4996.169,5024.204,9962015744.0,86442217472.0,1.39,3.211517165
2019-06-25,sh.000905,5020.2,5020.2,4910.197,4974.988,9920218112.0,85713850368.0,1.81,2.325581395
2019-06-26,sh.000905,4943.775,4991.127,4928.733,4962.593,7003568640.0,64206718464.0,0.93,2.433628319
2019-06-27,sh.000905,4974.985,5030.371,4972.67,5007.483,8163126528.0,77117706240.0,1.31,3.982300885
2019-06-28,sh.000905,5005.192,5005.192,4920.434,4950.479,7716462848.0,70271422464.0,1.28,2.986725664
2019-07-01,sh.000905,5044.663,5100.261,5016.236,5100.261,11163021312.0,108157000000.0,1.97,7.743362832
2019-07-02,sh.000905,5092.841,5102.409,5066.25,5084.41,9708063744.0,91618107392.0,1.48,4.977876106
2019-07-03,sh.000905,5074.709,5074.709,5021.895,5040.722,8535858944.0,79210213376.0,1.16,1.659292035
2019-07-04,sh.000905,5046.883,5067.997,5002.332,5025.02,8014718976.0,72016474112.0,0.93,0.774336283
2019-07-05,sh.000905,5026.331,5055.014,5001.523,5042.659,6490414080.0,60552010240.0,0.81,1.659292035
2019-07-08,sh.000905,5028.634,5028.634,4855.214,4870.78,9176607744.0,81431277568.0,1.53,0.663716814
2019-07-09,sh.000905,4868.475,4892.558,4838.936,4881.623,6101251328.0,56755420928.0,0.98,1.327433628
2019-07-10,sh.000905,4891.911,4896.041,4829.284,4843.864,6079519232.0,55261260800.0,0.93,1.216814159
2019-07-11,sh.000905,4867.682,4905.16,4821.551,4844.547,6262848512.0,56483156480.0,1.01,1.327433628
2019-07-12,sh.000905,4848.222,4874.32,4820.663,4861.567,6147939840.0,54064544512.0,0.78,1.548672566
2019-07-15,sh.000905,4850.89,4951.623,4787.906,4925.324,8459448064.0,75865112576.0,1.92,2.654867257
2019-07-16,sh.000905,4917.793,4940.231,4909.663,4932.045,6892496128.0,60958972160.0,0.81,1.659292035
2019-07-17,sh.000905,4930.646,4953.409,4914.492,4929.085,7536108800.0,65860765184.0,0.71,1.216814159
2019-07-18,sh.000905,4909.717,4909.717,4843.513,4844.108,7263615744.0,59848894464.0,0.79,0.663716814
2019-07-19,sh.000905,4861.212,4920.413,4861.203,4878.69,6859729920.0,57390762240.0,1.23,2.320441989
2019-07-22,sh.000905,4885.429,4886.402,4766.071,4776.574,7219157760.0,61198813696.0,1.28,1.531728665
2019-07-23,sh.000905,4778.052,4823.918,4778.052,4823.918,5472926208.0,48300963584.0,0.81,3.610503282
2019-07-24,sh.000905,4837.766,4898.805,4837.766,4873.027,6945138432.0,63586100224.0,1.18,3.719912473
2019-07-25,sh.000905,4873.174,4899.715,4861.771,4891.643,6738441728.0,65540812032.0,0.88,6.338797814
2019-07-26,sh.000905,4880.719,4902.091,4868.197,4898.109,5925277696.0,57190685184.0,0.82,6.004366812
2019-07-29,sh.000905,4897.651,4914.48,4872.545,4897.018,5658152192.0,54815760128.0,0.69,10.04366812
2019-07-30,sh.000905,4902.841,4961.024,4902.781,4922.917,7119412736.0,65553974528.0,0.91,7.306434024
2019-07-31,sh.000905,4914.044,4921.722,4892.555,4903.203,6275454720.0,58776188928.0,0.93,5.561613959
2019-08-01,sh.000905,4877.557,4900.086,4850.528,4870.469,6433250304.0,61801931776.0,0.93,5.234460196
2019-08-02,sh.000905,4773.43,4816.81,4756.404,4809.919,7900236032.0,73848049664.0,1.44,3.703703704
2019-08-05,sh.000905,4795.91,4838.758,4749.944,4751.984,7161254144.0,69025914880.0,1.45,2.505446623
2019-08-06,sh.000905,4665.84,4684.515,4558.06,4650.562,9866786560.0,84239327232.0,2.71,2.614379085
2019-08-07,sh.000905,4678.428,4686.732,4624.742,4626.364,6741740544.0,62344726016.0,1.11,2.287581699
2019-08-08,sh.000905,4641.866,4663.032,4636.238,4656.1,6007779584.0,56743201024.0,1.07,4.456521739
2019-08-09,sh.000905,4677.247,4690.654,4593.223,4600.352,6444333824.0,64477323008.0,1.14,3.586956522
2019-08-12,sh.000905,4608.116,4685.045,4591.661,4685.045,6194650624.0,62148044544.0,0.96,6.51465798
2019-08-13,sh.000905,4649.349,4667.715,4638.029,4658.388,5869131776.0,57730564608.0,0.72,6.188925081
2019-08-14,sh.000905,4713.502,4731.862,4677.13,4683.84,7114878720.0,69438517248.0,1.1,4.451682953
2019-08-15,sh.000905,4585.094,4709.363,4576.461,4706.55,7826161152.0,72618381312.0,1.31,6.948968512
2019-08-16,sh.000905,4702.141,4755.952,4696.921,4722.662,7754245888.0,76502437888.0,1.21,6.731813246
2019-08-19,sh.000905,4765.058,4875.036,4765.058,4875.036,10658092544.0,105144000000.0,1.37,13.68078176
2019-08-20,sh.000905,4878.674,4912.991,4864.815,4872.606,10020229376.0,94825271296.0,1.02,7.600434311
2019-08-21,sh.000905,4865.717,4896.291,4859.328,4882.721,8494078976.0,83121774592.0,0.75,8.143322476
2019-08-22,sh.000905,4894.362,4896.575,4851.969,4887.914,8223811072.0,82031366144.0,1.09,7.491856678
2019-08-23,sh.000905,4888.532,4902.783,4861.2,4887.902,8250252800.0,81178886144.0,0.76,7.274701412
2019-08-26,sh.000905,4799.483,4867.303,4793.844,4855.458,8845314304.0,86780252160.0,1.1,8.251900109
2019-08-27,sh.000905,4878.289,4976.58,4878.289,4936.123,10819263744.0,105376000000.0,1.34,10.8577633
2019-08-28,sh.000905,4929.893,4948.017,4910.603,4928.193,9899429376.0,92168540160.0,0.73,7.491856678
2019-08-29,sh.000905,4937.59,4954.957,4912.22,4934.183,9681799680.0,94062432256.0,0.88,7.92616721
2019-08-30,sh.000905,4963.278,4975.972,4862.582,4886.494,10245163520.0,108135000000.0,0.85,5.863192182
2019-09-02,sh.000905,4894.049,5020.264,4890.225,5008.295,10829293056.0,109204000000.0,1.13,14.11509229
2019-09-03,sh.000905,5019.404,5044.18,4999.887,5044.18,10909044992.0,115053000000.0,0.93,13.46362649
2019-09-04,sh.000905,5036.523,5093.266,5027.667,5093.266,12249922304.0,123208000000.0,1.25,15.09229099
2019-09-05,sh.000905,5119.573,5208.999,5119.428,5138.405,15894736896.0,160737000000.0,2.08,14.00651466
2019-09-06,sh.000905,5152.185,5167.482,5111.734,5154.637,11279857664.0,122605000000.0,0.93,14.22366992
2019-09-09,sh.000905,5202.705,5263.459,5171.851,5263.459,13294192640.0,139542000000.0,1.33,23.64425163
2019-09-10,sh.000905,5264.327,5264.327,5212.525,5245.305,13111154688.0,138175000000.0,1.12,11.4967462
2019-09-11,sh.000905,5262.494,5273.967,5206.972,5217.291,11560393984.0,119062000000.0,0.96,6.724511931
2019-09-12,sh.000905,5230.294,5255.785,5197.569,5242.611,9604422656.0,99874271232.0,0.91,8.676789588
2019-09-16,sh.000905,5263.3,5279.589,5228.29,5250.339,11413633792.0,116964000000.0,1.04,9.652928416
2019-09-17,sh.000905,5237.559,5237.559,5118.207,5140.45,11477143552.0,113656000000.0,1.1,2.819956616
2019-09-18,sh.000905,5148.063,5163.81,5119.613,5141.038,8955599872.0,92044124160.0,0.81,4.121475054
2019-09-19,sh.000905,5150.498,5191.668,5126.153,5191.668,8812931072.0,92724183040.0,0.85,7.37527115
2019-09-20,sh.000905,5198.727,5220.235,5180.077,5204.484,9418643712.0,104270000000.0,1.01,7.592190889
2019-09-23,sh.000905,5192.883,5192.883,5124.798,5171.484,9465767936.0,103757000000.0,1.08,8.242950108
2019-09-24,sh.000905,5168.122,5237.41,5159.331,5180.741,9452799488.0,108590000000.0,1.22,9.544468547
2019-09-25,sh.000905,5162.151,5162.151,5087.009,5087.009,9220292096.0,103769000000.0,1.01,4.550379198
2019-09-26,sh.000905,5099.517,5108.803,4970.24,4970.24,9467075328.0,100909000000.0,1.54,2.383531961
2019-09-27,sh.000905,4974.032,5033.185,4974.032,5005.629,7432983296.0,77773541376.0,0.87,3.791982665
2019-09-30,sh.000905,5009.138,5022.428,4940.903,4940.903,6578512896.0,66977336832.0,0.83,2.92524377
2019-10-08,sh.000905,4955.078,4994.443,4937.028,4941.76,6644342528.0,69528043520.0,0.85,4.008667389
2019-10-09,sh.000905,4926.208,4985.44,4904.322,4982.953,6650575872.0,67224088832.0,0.92,4.333694475
2019-10-10,sh.000905,4988.14,5049.219,4979.194,5046.359,7381815296.0,75962306560.0,0.98,8.559046587
2019-10-11,sh.000905,5057.81,5074.903,5012.384,5055.516,8278601728.0,82692669440.0,1.17,7.908992416
2019-10-14,sh.000905,5095.216,5151.694,5089.312,5131.131,10368887808.0,100738000000.0,1.09,9.85915493
2019-10-15,sh.000905,5115.247,5115.247,5057.283,5061.002,8832143104.0,86494756864.0,0.64,6.060606061
2019-10-16,sh.000905,5064.332,5086.972,5036.502,5038.356,7822140928.0,73744400384.0,0.68,7.034632035
2019-10-17,sh.000905,5039.271,5049.36,5017.467,5029.854,7051450880.0,65942908160.0,0.56,4.875406284
2019-10-18,sh.000905,5033.816,5056.557,4953.147,4961.807,8203885056.0,74431254528.0,0.86,3.141928494
2019-10-21,sh.000905,4956.792,4957.235,4906.362,4951.035,6989927168.0,65366244608.0,0.81,3.141928494
2019-10-22,sh.000905,4954.107,5011.012,4954.107,5005.552,6553498112.0,63627854080.0,0.9,4.225352113
2019-10-23,sh.000905,5009.357,5009.94,4955.055,4967.194,6903650816.0,65559048960.0,0.61,2.92524377
2019-10-24,sh.000905,4961.685,4972.762,4921.112,4958.246,6486844416.0,62074661120.0,0.91,3.141928494
2019-10-25,sh.000905,4953.327,5001.508,4922.083,4994.568,7315877632.0,72672829440.0,1.08,4.65872156
2019-10-28,sh.000905,5026.064,5084.688,5026.064,5084.467,10290739456.0,101065000000.0,1.62,7.367280607
2019-10-29,sh.000905,5080.929,5080.929,5007.712,5007.712,10870630400.0,105275000000.0,0.86,5.194805195
2019-10-30,sh.000905,4975.673,4984.403,4938.102,4947.895,8576215552.0,83620057088.0,0.97,4.437229437
2019-10-31,sh.000905,4950.025,4967.745,4911.375,4917.417,7958268672.0,79650639872.0,0.72,4.437229437
2019-11-01,sh.000905,4908.647,4967.048,4896.007,4962.349,7415565568.0,72447111168.0,1.03,6.385281385
2019-11-04,sh.000905,4974.363,5016.937,4974.363,4987.836,8127822592.0,82241597440.0,1.04,8.766233766
2019-11-05,sh.000905,4995.461,5041.235,4972.716,5025.302,8507295232.0,84235952128.0,1.2,9.199134199
2019-11-06,sh.000905,5022.104,5027.789,4955.825,4974.734,8321627392.0,82703564800.0,1.07,6.486486486
2019-11-07,sh.000905,4970.529,5020.223,4960.838,5007.066,7209219840.0,70612910080.0,0.93,7.783783784
2019-11-08,sh.000905,5036.656,5051.564,4985.948,4988.293,7909655552.0,80301699072.0,1.14,4.427645788
2019-11-11,sh.000905,4961.194,4961.194,4868.434,4876.159,7709640192.0,71951298560.0,1.26,1.835853132
2019-11-12,sh.000905,4878.972,4887.295,4823.428,4881.614,6878549248.0,64024939264.0,1.06,3.13174946
2019-11-13,sh.000905,4878.967,4888.191,4853.594,4875.543,6060640768.0,60162199808.0,0.71,3.563714903
2019-11-14,sh.000905,4875.249,4925.441,4871.556,4912.107,6391011328.0,68278831872.0,0.82,4.967602592
2019-11-15,sh.000905,4910.205,4936.984,4868.436,4868.436,7007640320.0,74051051520.0,0.73,3.239740821
2019-11-18,sh.000905,4862.28,4901.001,4851.39,4892.46,6396537088.0,63914780928.0,0.69,4.099244876
2019-11-19,sh.000905,4892.339,4975.112,4890.756,4975.112,7236336896.0,73229635584.0,1.08,7.443365696
2019-11-20,sh.000905,4975.756,4991.695,4941.91,4946.275,7899827712.0,81388199936.0,1.2,5.285868393
2019-11-21,sh.000905,4929.851,4963.088,4919.593,4945.718,6616751360.0,63282046976.0,0.64,4.638619202
2019-11-22,sh.000905,4954.31,5018.064,4876.811,4904.082,8802769408.0,89306628096.0,1.34,2.588996764
2019-11-25,sh.000905,4904.994,4915.345,4853.842,4901.502,8634726400.0,78620479488.0,0.91,4.638619202
2019-11-26,sh.000905,4906.428,4920.676,4882.162,4882.162,8125972992.0,74550161408.0,0.95,2.804746494
2019-11-27,sh.000905,4881.402,4935.627,4872.302,4904.256,7264694016.0,70087737344.0,0.92,3.667745415
2019-11-28,sh.000905,4897.652,4916.804,4878.007,4889.259,5967231488.0,56925665024.0,0.74,2.588996764
2019-11-29,sh.000905,4888.348,4909.411,4850.587,4894.941,6139561984.0,58933970688.0,1.3,2.804746494
2019-12-02,sh.000905,4897.63,4930.585,4889.319,4905.42,6315015936.0,61517277184.0,0.88,3.77562028
2019-12-03,sh.000905,4889.406,4926.454,4863.662,4926.454,6034552576.0,59970188032.0,0.99,3.77562028
2019-12-04,sh.000905,4902.485,4935.569,4901.036,4920.668,6349645056.0,65049445120.0,0.75,2.912621359
2019-12-05,sh.000905,4927.775,4978.989,4923.111,4967.602,7407710464.0,77991493632.0,1.12,5.501618123
2019-12-06,sh.000905,4968.041,5010.513,4954.785,5010.51,7370595584.0,77615890432.0,0.96,6.148867314
2019-12-09,sh.000905,5020.221,5040.24,5005.841,5024.604,8848641536.0,92501704704.0,1.01,6.472491909
2019-12-10,sh.000905,5012.471,5054.312,4998.147,5049.051,8293633024.0,85621362688.0,0.88,8.629989213
2019-12-11,sh.000905,5044.936,5052.35,5007.559,5027.278,8601103872.0,87198617600.0,0.67,5.070118662
2019-12-12,sh.000905,5025.49,5044.197,5008.367,5012.001,8005543936.0,82031906816.0,0.85,5.501618123
2019-12-13,sh.000905,5047.897,5082.759,5029.883,5073.685,9997918464.0,100215000000.0,1.5,9.492988134
2019-12-16,sh.000905,5095.348,5166.039,5081.909,5166.039,11652253184.0,118078000000.0,1.39,15.40948276
2019-12-17,sh.000905,5167.229,5257.827,5161.152,5236.062,15021914112.0,143008000000.0,1.43,17.24137931
2019-12-18,sh.000905,5235.476,5267.406,5221.698,5235.124,12926439936.0,126381000000.0,1.06,11.31465517
2019-12-19,sh.000905,5236.915,5255.168,5215.884,5241.737,11366629376.0,111319000000.0,0.83,12.60775862
2019-12-20,sh.000905,5244.213,5258.005,5182.063,5184.675,11799847168.0,107405000000.0,1.27,8.073196986
2019-12-23,sh.000905,5161.282,5188.85,5079.441,5084.35,10565253120.0,98214944768.0,1.43,3.121636168
2019-12-24,sh.000905,5098.805,5165.156,5092.906,5162.07,8545191680.0,80244023296.0,1.03,10.01076426
2019-12-25,sh.000905,5157.366,5195.866,5153.513,5183.098,9591867648.0,97321480192.0,1.1,10.22604952
2019-12-26,sh.000905,5181.381,5219.14,5171.44,5219.14,9562553344.0,89169211392.0,0.95,12.91711518
2019-12-27,sh.000905,5223.47,5252.787,5175.852,5179.192,12625962752.0,116273000000.0,0.88,8.288482239
2019-12-30,sh.000905,5160.31,5242.123,5119.855,5241.938,11686945536.0,106836000000.0,1.08,18.2992465
2019-12-31,sh.000905,5239.913,5269.873,5228.172,5267.662,10388965888.0,95356583936.0,0.88,17.22282024
2020-01-02,sh.000905,5306.667,5374.908,5288.167,5366.137,14589440512.0,136814000000.0,1.2,28.63293864
2020-01-03,sh.000905,5376.032,5395.258,5351.804,5380.637,12845202176.0,122200000000.0,0.79,25.1883746
